Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
3721,26567,9/4/2009,Critical,22,338.52,0.21,Regular Air,-17.75,14.98,8.99,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,9/5/2009
3722,26567,9/4/2009,Critical,48,6109.817,0.04,Regular Air,1374.95,155.99,8.08,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,300 Series Non-Flip,Small Box,0.6,9/5/2009
3760,26854,6/21/2009,Not Specified,1,34.11,0.02,Regular Air,-12.95,25.38,8.99,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"Executive Impressions 13 Chairman Wall Clock""""",Small Pack,0.5,6/22/2009
3805,27109,2/8/2012,Critical,48,538.22,0.01,Regular Air,-154.66,10.97,6.5,Barry French,Northwest Territories,Northwest Territories,Consumer,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,2/10/2012
3806,27111,3/11/2009,High,11,1064.23,0.06,Regular Air,-127.56,99.99,19.99,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,3/14/2009
3807,27111,3/11/2009,High,18,3497.05,0,Regular Air,282.18,193.17,19.99,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Small Box,0.71,3/12/2009
3808,27111,3/11/2009,High,44,774.0525,0.08,Express Air,-96.34,20.99,3.3,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,3/11/2009
3821,27264,6/4/2011,Low,3,74.05,0.02,Regular Air,44.54,19.99,11.17,Henry Goldwyn,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,6/6/2011
3841,27392,3/2/2012,Low,37,5753.85,0,Regular Air,2509.52,150.98,13.99,Frank Price,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,3/11/2012
3860,27553,8/12/2011,Medium,48,18235.47,0.03,Delivery Truck,1166.93,370.98,99,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,8/14/2011
3861,27553,8/12/2011,Medium,16,2631.107,0,Regular Air,297.11,179.99,13.99,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Medium Box,0.57,8/14/2011
3863,27555,9/1/2009,Critical,32,209.42,0.1,Regular Air,65.41,6.74,1.72,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Wrap Bag,0.35,9/3/2009
3873,27680,1/26/2010,Critical,32,324.4,0.1,Regular Air,-46.98,10.89,4.5,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,1/27/2010
3874,27680,1/26/2010,Critical,19,137.02,0.01,Regular Air,-46.89,6.48,6.6,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 21,Small Box,0.37,1/27/2010
3891,27778,9/2/2011,Critical,1,232.67,0.02,Regular Air,-105.14,223.98,15.01,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine,Small Box,0.38,9/4/2011
3892,27778,9/2/2011,Critical,34,4805.92,0.07,Delivery Truck,-393.96,140.98,36.09,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,9/4/2011
3914,27909,2/7/2012,Critical,1,62.26,0.09,Regular Air,-23.24,54.96,10.75,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1940,Small Box,0.36,2/9/2012
3915,27909,2/7/2012,Critical,47,58.53,0.07,Regular Air,-24.86,1.26,0.7,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,2/10/2012
3929,28003,3/19/2011,Critical,31,157.79,0.09,Regular Air,-95.92,4.98,6.07,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1897,Small Box,0.36,3/21/2011
3936,28035,5/8/2011,Not Specified,19,376.21,0.03,Regular Air,89.56,18.99,5.23,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.37,5/10/2011
3947,28135,9/25/2009,Critical,37,1601.24,0.08,Regular Air,520.69,46.89,5.1,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,9/27/2009
3948,28135,9/25/2009,Critical,40,501.31,0.05,Regular Air,38.23,12.98,3.14,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8 Straight Scissors""""",Small Pack,0.6,9/25/2009
3952,28165,7/9/2012,Not Specified,2,24.96,0.05,Regular Air,-12.8,10.91,2.99,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Small Box,0.38,7/11/2012
3963,28289,1/14/2010,High,31,166.76,0.01,Regular Air,-46.03,4.98,4.75,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,1/15/2010
3992,28486,8/26/2009,High,2,811.13,0.08,Regular Air,-517.47,415.88,11.37,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,8/27/2009
4017,28675,10/8/2009,Critical,15,822.8425,0.1,Regular Air,4.39,65.99,5.92,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,252,Small Box,0.55,10/9/2009
4050,28870,11/10/2011,High,35,3310.9455,0.05,Regular Air,822.4,115.99,2.5,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,6160,Small Box,0.57,11/13/2011
4051,28871,4/15/2012,High,10,55.02,0.08,Regular Air,-56.12,5.02,5.14,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,4/15/2012
4075,29030,1/2/2012,Medium,10,192.58,0.05,Regular Air,24.6,19.84,4.1,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,1/3/2012
4082,29095,3/8/2011,Not Specified,40,291.67,0.01,Regular Air,54.46,6.75,2.99,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,3/9/2011
4118,29287,7/2/2009,High,50,281.39,0.1,Regular Air,-106.4,5.74,5.01,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,7/4/2009
4119,29287,7/2/2009,High,49,12593.91,0.09,Delivery Truck,2699.67,270.97,28.06,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56,7/4/2009
4164,29510,4/15/2011,Critical,22,6123.94,0.01,Delivery Truck,1292.44,260.98,41.91,Don Miller,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,4/17/2011
4193,29795,11/25/2011,High,49,19325.2,0.05,Regular Air,8793.54,387.99,19.99,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,11/26/2011
4194,29795,11/25/2011,High,48,8380.22,0,Delivery Truck,813.83,160.98,35.02,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72,11/26/2011
4202,29861,4/25/2012,Critical,11,35.17,0.03,Regular Air,5.58,3.08,0.99,Brad Eason,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Labels,Avery 481,Small Box,0.37,4/26/2012
4305,30658,3/26/2011,Medium,35,17387.65,0.08,Regular Air,6907.61,499.99,24.49,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,3/27/2011
4346,30947,7/14/2010,Low,17,691.59,0.03,Regular Air,261.24,41.94,2.99,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4 Binders""""",Small Box,0.35,7/18/2010
4347,30947,7/14/2010,Low,45,345.2,0.01,Regular Air,183.53,7.31,0.49,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,7/18/2010
4362,31077,10/23/2010,Not Specified,36,1955.0765,0.06,Regular Air,470.83,65.99,3.9,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,StarTAC Series,Small Box,0.55,10/25/2010
4372,31169,6/9/2011,Low,6,254.76,0.06,Regular Air,109.88,40.97,14.45,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,6/13/2011
4390,31270,11/23/2012,Medium,21,6806.66,0,Delivery Truck,801.72,299.05,87.01,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Comet™ Stacking Armless Chair,Jumbo Drum,0.57,11/24/2012
4391,31270,11/23/2012,Medium,3,891.61,0.1,Delivery Truck,-328.36,291.73,48.8,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Jumbo Drum,0.56,11/25/2012
4392,31270,11/23/2012,Medium,5,165.04,0.03,Regular Air,-112.44,30.42,8.65,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,11/25/2012
4401,31364,5/1/2009,Not Specified,2,789.01,0.07,Regular Air,-539.59,415.88,11.37,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,5/1/2009
4404,31393,5/11/2012,Critical,4,97.57,0.04,Regular Air,-27.31,19.94,14.87,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,5/12/2012
4405,31393,5/11/2012,Critical,31,110.32,0.09,Regular Air,-32.65,3.68,1.32,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,5/13/2012
4411,31492,10/15/2010,Critical,26,321.68,0.04,Regular Air,-12.25,11.97,4.98,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,10/17/2010
4412,31492,10/15/2010,Critical,34,971.95,0.09,Express Air,-21.1,29.74,6.64,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box,0.7,10/18/2010
4413,31492,10/15/2010,Critical,23,2149.03,0.03,Regular Air,-235.56,95.43,19.99,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79,10/16/2010
4429,31558,7/23/2011,Low,12,3671.3,0.04,Regular Air,900.06,300.65,24.49,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.52,7/28/2011
4430,31558,7/23/2011,Low,42,1763.6,0.08,Regular Air,455.37,45.19,1.99,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,7/23/2011
4437,31618,7/11/2011,Critical,14,403.17,0.02,Regular Air,147.45,28.53,1.49,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,7/11/2011
4447,31684,9/16/2012,Critical,28,456.91,0.04,Express Air,-328.18,15.51,17.78,Susan Vittorini,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,9/18/2012
4459,31781,1/16/2009,Medium,46,249.02,0.1,Regular Air,-282.61,5.81,8.49,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.39,1/17/2009
4460,31781,1/16/2009,Medium,41,78.49,0.03,Regular Air,5.53,1.81,0.75,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,1/17/2009
4524,32193,10/20/2010,Low,4,40.72,0.1,Express Air,-10.25,6.68,6.93,Chad Cunningham,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,10/22/2010
4525,32193,10/20/2010,Low,27,113.3,0.02,Regular Air,37.33,3.93,0.99,Chad Cunningham,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips,Wrap Bag,0.39,10/25/2010
4532,32229,8/30/2010,High,8,1219.19,0.02,Regular Air,44.37,150.98,13.99,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,8/30/2010
4533,32229,8/30/2010,High,15,28.68,0,Regular Air,-0.12,1.76,0.7,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,8/31/2010
4599,32743,5/7/2010,Critical,19,3548.67,0.01,Regular Air,1280.19,177.98,0.99,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Small Box,0.56,5/9/2010
4607,32806,6/21/2011,Critical,8,178.78,0.02,Regular Air,-28.34,20.24,8.99,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Small Pack,0.46,6/22/2011
4651,33123,11/24/2010,Medium,41,6045.98,0.08,Delivery Truck,-996.67,150.98,66.27,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,11/26/2010
4656,33159,4/27/2012,Medium,3,56.695,0.01,Regular Air,-70.97,20.99,0.99,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,4/29/2012
4659,33186,8/28/2012,Low,24,1350.531,0.01,Regular Air,221.18,65.99,5.26,Don Jones,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,8860,Small Box,0.56,8/30/2012
4687,33377,7/31/2011,High,20,100.4,0.06,Regular Air,11.94,5.18,2.04,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,8/2/2011
4691,33444,10/6/2012,Medium,11,30.51,0.09,Regular Air,-17.68,2.6,2.4,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,10/7/2012
4692,33444,10/6/2012,Medium,8,127.8,0.07,Regular Air,-30.48,14.97,7.51,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Pizazz® Global Quick File™,Small Box,0.57,10/8/2012
4738,33703,2/6/2010,Not Specified,4,242.36,0.08,Regular Air,-131.48,60.98,1.99,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Imation 5.2GB DVD-RAM,Small Pack,0.5,2/7/2010
4739,33703,2/6/2010,Not Specified,25,802.19,0,Regular Air,56.26,29.74,6.64,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box,0.7,2/7/2010
4740,33703,2/6/2010,Not Specified,4,63.52,0.08,Express Air,-8.47,12.21,4.81,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,2/8/2010
4746,33734,10/17/2011,Not Specified,13,371.94,0.05,Regular Air,106.53,29.14,4.86,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Wrap Bag,0.38,10/18/2011
4763,33888,8/20/2009,Not Specified,31,349.43,0.04,Regular Air,-44.92,11.5,7.19,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,8/23/2009
4764,33888,8/20/2009,Not Specified,3,58.33,0.02,Regular Air,-35.08,15.7,11.25,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,8/21/2009
4765,33888,8/20/2009,Not Specified,47,10377.22,0.05,Delivery Truck,965.48,225.02,28.66,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,8/22/2009
4775,33894,6/14/2010,Critical,13,438.93,0.04,Express Air,-119.02,32.98,5.5,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,6/16/2010
4777,33922,2/27/2010,Not Specified,31,15251.5,0.06,Delivery Truck,5353.19,500.97,69.3,Carlos Daly,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,0.37,2/27/2010
4803,34177,8/15/2009,High,13,34.42,0.02,Regular Air,9.47,2.61,0.5,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 494,Small Box,0.39,8/18/2009
4804,34177,8/15/2009,High,26,172.76,0.1,Regular Air,73.18,7.31,0.49,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,8/16/2009
4805,34177,8/15/2009,High,50,853.162,0.1,Regular Air,-83.95,20.99,2.5,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,8/16/2009
4812,34215,5/14/2011,High,6,35.65,0.02,Regular Air,-5.92,5.34,2.99,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,5/15/2011
4820,34246,10/7/2010,Critical,49,199.86,0.03,Regular Air,-257.11,4.06,6.89,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,10/8/2010
4821,34246,10/7/2010,Critical,18,1888.02,0.03,Regular Air,192.33,99.99,19.99,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52,10/8/2010
4822,34246,10/7/2010,Critical,27,322.69,0.01,Regular Air,1.91,11.58,6.97,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,10/9/2010
4864,34631,10/23/2009,Not Specified,5,22.06,0.06,Regular Air,-22.28,3.36,6.27,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,10/24/2009
4865,34631,10/23/2009,Not Specified,19,12616.2,0.07,Regular Air,2808.22,699.99,24.49,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,10/25/2009
4929,35047,6/9/2010,Medium,31,148.17,0,Regular Air,-7.06,4.71,0.7,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85,6/11/2010
4957,35266,1/10/2011,Not Specified,39,217.25,0.07,Regular Air,33.5,5.84,1.2,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,1/10/2011
4958,35266,1/10/2011,Not Specified,28,5993.74,0.07,Delivery Truck,-998.94,218.75,69.64,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,1/12/2011
5048,36001,3/28/2011,Low,45,1038.82,0.05,Regular Air,-78.36,22.38,15.1,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,3/30/2011
5049,36001,3/28/2011,Low,47,564.39,0.09,Regular Air,51.82,12.95,4.98,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,4/1/2011
5074,36134,11/22/2010,Low,6,826.9735,0.01,Regular Air,-413.33,155.99,8.99,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,R280,Small Box,0.55,11/22/2010
5075,36135,5/30/2011,Not Specified,33,999.226,0.02,Regular Air,381.17,35.99,3.3,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,5/31/2011
5138,36644,5/13/2012,High,24,2298.32,0.06,Regular Air,218.72,99.99,19.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,5/14/2012
5139,36646,6/8/2010,Medium,24,1168.15,0.04,Express Air,-743.96,48.91,35,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.83,6/9/2010
5154,36707,11/29/2009,Medium,47,181.78,0.02,Regular Air,71.56,3.78,0.71,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,11/30/2009
5236,37253,9/1/2012,High,46,1184.32,0.09,Regular Air,-99.55,26.31,5.89,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,9/1/2012
5275,37541,2/26/2010,Medium,3,71.94,0.01,Regular Air,-70.68,20.95,5.99,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.65,2/28/2010
5276,37541,2/26/2010,Medium,10,550.61,0.08,Express Air,98.32,55.98,13.88,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1882,Small Box,0.36,2/27/2010
5277,37541,2/26/2010,Medium,18,1373.11,0.1,Regular Air,-599.54,80.98,35,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,2/28/2010
5286,37634,5/21/2012,Medium,32,368.18,0.07,Regular Air,-36.78,12.21,4.81,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,5/22/2012
5325,37860,8/27/2010,Medium,1,104.85,0.07,Regular Air,-98.31,55.5,52.2,Mike Pelletier,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Medium Box,0.72,8/29/2010
5472,38884,8/17/2012,High,47,256,0.03,Regular Air,-119.84,5.28,5.66,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,8/18/2012
5473,38884,8/17/2012,High,20,6067.76,0.06,Delivery Truck,-98.05,296.18,54.12,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,8/18/2012
5559,39364,11/9/2012,High,29,2754.93,0.06,Regular Air,-1.33,92.23,39.61,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,11/10/2012
5560,39364,11/9/2012,High,15,19417.55,0.03,Regular Air,8417.57,1270.99,19.99,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.35,11/11/2012
5569,39457,6/2/2011,Critical,40,4842.21,0.03,Delivery Truck,-1975.26,122.99,70.2,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,6/2/2011
5598,39683,8/10/2011,High,31,615.58,0.04,Regular Air,168,18.99,5.23,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.37,8/13/2011
5599,39683,8/10/2011,High,41,8387.1,0.1,Regular Air,2113.95,218.08,18.06,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.57,8/11/2011
